numero,nombre,tipo,contacto,mail,telefono,razon,contribuyente,cuit,fecha,activo,frecuencia,importe,nro_cuenta,pais
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,70469.0,403103,Paraguay
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,75788.0,403103,Bolivia
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,565616.0,403103,Uruguay
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,153871.0,403103,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,207544.0,403103,Paraguay
D00112,Global Energies S.A.,Estado,Contacto A,globalenergiess.a.@example.net,(+)598 5503-7127,S.A.S,Responsable Inscripto,25-36901514-8,2019-08-13,True,Anual,750782.0,404100,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,655577.0,404100,Argentina
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,219966.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,121573.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,483595.0,403103,Paraguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,264022.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,226668.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,686866.0,404100,Argentina
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,354871.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,179927.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,285886.0,403103,Paraguay
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,141673.0,403103,Paraguay
D00116,Universidad del Sur,Empresa,Contacto V,universidadds@mail.com,(+)51 5550-9220,S.A,Responsable Inscripto,29-38793456-3,2018-12-23,True,Anual,173463.0,403103,Perú
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,244865.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,321539.0,403103,Paraguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,325793.0,403103,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,492556.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,180488.0,405100,Brasil
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,433438.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,51713.0,405100,Argentina
D00123,Merendero Solidario,ONG,Contacto AK,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,1121873.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,29120.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,345181.0,403103,Paraguay
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,24378.0,403103,Bolivia
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,193728.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,399685.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,250534.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,470537.0,404100,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,130672.0,403103,Paraguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,79065.0,405100,Brasil
D00123,Merendero Solidario,ONG,Contacto VDS,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,220940.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,88565.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,139844.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,486131.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,526926.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,333984.0,403103,Paraguay
D00123,Merendero Solidario,ONG,Contacto E,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,570809.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,88682.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,45549.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,455211.0,403103,Uruguay
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,109533.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,522252.0,403103,Paraguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,184185.0,405100,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,143318.0,404100,Argentina
D00123,Merendero Solidario,ONG,Contacto B,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,408684.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,28523.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,87788.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,334904.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,271642.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,564381.0,403103,Paraguay
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,195011.0,403103,Paraguay
D00123,Merendero Solidario,ONG,Contacto GH,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,451106.0,405100,Bolivia
D00116,Universidad del Sur,Empresa,Contacto V,universidadds@mail.com,(+)51 5550-9220,S.A,Responsable Inscripto,29-38793456-3,2018-12-23,True,Anual,42590.0,403103,Perú
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,13240.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,57471.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,268278.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,53611.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,387405.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,65000.0,405100,Brasil
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,40464.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,486280.0,403103,Uruguay
D00123,Merendero Solidario,ONG,Contacto VS,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,442684.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,27493.0,405100,Chile
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,400338.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,117472.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,175471.0,403103,Paraguay
D00123,Merendero Solidario,ONG,Contacto E,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,404537.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,222261.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,190604.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,335920.0,403103,Uruguay
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,61986.0,403103,Bolivia
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,181635.0,405100,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,102864.0,405100,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,199470.0,403103,Paraguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,487451.0,403103,Paraguay
D00112,Global Energies S.A.,Estado,Contacto A,globalenergiess.a.@example.net,(+)598 5503-7127,S.A.S,Responsable Inscripto,25-36901514-8,2019-08-13,True,Anual,409837.0,404100,Uruguay
D00123,Merendero Solidario,ONG,Contacto A,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,374870.0,405100,Bolivia
D00121,Ministerio de Acción Comunitaria,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 5550-9223,GOB,Exento,34-01712356-6,2018-01-26,True,Anual,218438.0,404100,Chile
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,748110.0,404100,Argentina
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,197183.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,581841.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,545228.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,590151.0,403103,Paraguay
D00123,Merendero Solidario,ONG,Contacto E,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,496721.0,405100,Bolivia
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,228710.0,405100,Chile
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,46112.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,294729.0,403103,Uruguay
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,104618.0,405100,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,291540.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,442684.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,606837.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,66423.0,405100,Brasil
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,132359.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,545689.0,403103,Uruguay
D00123,Merendero Solidario,ONG,Contacto VS,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,455378.0,405100,Bolivia
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,244089.0,405100,Chile
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,196540.0,403103,Paraguay
D00123,Merendero Solidario,ONG,Contacto GH,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,329454.0,405100,Bolivia
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,520747.0,403103,Paraguay
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,180459.0,405100,Uruguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,366630.0,405100,Chile
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,347660.0,403103,Uruguay
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,599251.0,403103,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,446985.0,405100,Chile
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,123625.0,405100,Brasil
D00123,Merendero Solidario,ONG,Contacto VDS,solidario@mail.com,(+)591 5550-9225,GOB,Monotributista,24-72582356-8,2021-02-01,True,Mensual,492165.0,405100,Bolivia
D00114,Latinoamerica Crece,Estado,Contacto ESD,latinoamerica_crece@example.com,(+)598 5550-9219,GOB,Exento,27-75193456-1,2020-01-21,False,Mensual,113088.0,405100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,416591.0,403103,Uruguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,732998.0,404100,Argentina
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,569863.0,405100,Chile
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,39420.0,405100,Argentina
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,326348.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,360648.0,403103,Paraguay
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,706102.0,404100,Uruguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,74488.0,405100,Brasil
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 5550-9224,S.R.L,Responsable Inscripto,24-78912356-7,2018-01-01,True,Semestral,82997.0,403103,Bolivia
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,572610.0,403103,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,89993.0,405100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,63873.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,433172.0,404100,Argentina
D00110,Apoyo Logistico S.A.,Empresa,Contacto GH,apoyologisticosa@mail.com,(595) 5030-0105,S.A,Responsable Inscripto,29-01265476-14,2020-02-05,False,Trimestral,167308.0,403103,Paraguay
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,14428.0,405100,Brasil
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,429540.0,405100,Chile
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,254098.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,317989.0,403103,Uruguay
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,465762.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,299852.0,403103,Paraguay
D00132,VíaVerde,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,S.R.L,Responsable Inscripto,27-78434109-9,2021-02-01,False,Mensual,303796.0,405100,Chile
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,47448.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,76229.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,477604.0,403103,Uruguay
D00140,EcoTransporte S.A.,Estado,Contacto AET,fernando.lopez@ecotransporte.com,(+)54 9 11 8765 4321,S.A,Exento,30-33445566-7,2022-01-04,False,Semestral,496574.0,405100,Argentina
D00141,Apoyo Social Universal,Estado,Contacto AK,apoyosocialuniversal@example.com,(+)54 9 11 8765 5588,GOB,Exento,30-33675566-8,2021-01-01,False,Trimestral,46331.0,405100,Argentina
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,723618.0,403103,Paraguay
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,65198.0,404100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,11747.0,405100,Brasil
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,maria.lopez@energiasfuturo.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,30-67891234-7,2022-01-01,False,Mensual,67094.0,405100,Brasil
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,628328.0,404100,Uruguay
D00117,Automoviles Full,Empresa,Contacto VS,afull@mail.com,(+)598 5550-9221,S.A,Responsable Inscripto,21-38712356-4,2020-01-24,False,Mensual,484857.0,403103,Uruguay
